Air Temperature,Humidity,Wind Speed,Solar Radiation,temp_difference,temp_humidity,wind_ratio,wind_solar,air_temp_rolling_24h,humidity_rolling_24h,wind_speed_rolling_7h,solar_radiation_7h
-0.6,76,4.0,220.0,1.3,-45.6,0.58,880.0,-0.23,81.5,3.07,85.0
-0.9,77,3.7,121.0,1.2,-69.3,0.54,447.7,-0.32,81.25,3.33,101.57
-0.6,74,5.5,84.0,1.5,-44.4,0.68,462.0,-0.39,81.04,3.66,112.86
-0.8,74,3.9,62.0,1.4,-59.2,0.56,241.8,-0.47,80.88,3.96,119.86
-0.4,70,0.8,28.0,1.7,-28.0,0.25,22.4,0.85,80.04,1.26,29.86
-0.6,72,2.3,10.0,1.5,-43.2,0.44,23.0,0.69,79.58,1.43,30.86
-1.2,75,6.0,13.0,1.3,-90.0,0.62,78.0,-0.55,80.71,4.33,115.14
-1.3,78,4.1,5.0,1.2,-101.4,0.55,20.5,-0.64,80.67,4.37,89.57
-0.7,73,2.8,4.0,1.5,-51.1,0.4,11.2,0.54,79.04,1.53,31.0
-1.5,79,4.2,5.0,1.2,-118.5,0.64,21.0,-0.72,80.62,4.49,72.86
-1.0,75,1.0,3.0,1.3,-75.0,0.25,3.0,0.39,78.38,1.57,30.29
-1.2,74,1.8,3.0,1.4,-88.8,0.36,5.4,0.25,77.67,1.7,27.29
-1.6,77,4.4,5.0,1.2,-123.2,0.6,22.0,-0.81,80.5,4.54,42.14
-1.9,79,4.9,5.0,1.1,-150.1,0.62,24.5,-0.9,80.42,4.71,25.57
-1.1,73,1.7,3.0,1.4,-80.3,0.25,5.1,0.12,77.29,1.79,17.71
-1.3,75,1.5,3.0,1.3,-97.5,0.27,4.5,-0.02,76.96,1.7,7.71
-1.9,77,1.7,5.0,1.2,-146.3,0.42,8.5,-0.98,80.21,4.17,14.29
-1.1,76,0.8,3.0,1.3,-83.6,0.25,2.4,-0.14,76.88,1.7,4.14
-1.7,80,2.0,5.0,1.1,-136.0,0.39,10.0,-1.05,80.12,3.9,6.14
-1.5,75,1.7,3.0,1.3,-112.5,0.2,5.1,-0.27,76.83,1.61,3.14
-1.7,80,1.6,5.0,1.1,-136.0,0.33,8.0,-1.11,80.08,3.27,5.0
-1.8,80,4.4,5.0,1.0,-144.0,0.59,22.0,-1.17,80.04,3.31,5.0
-1.5,75,2.4,3.0,1.3,-112.5,0.36,7.2,-0.4,76.83,1.56,3.0
-1.6,78,4.4,5.0,1.2,-124.8,0.57,22.0,-1.22,79.96,3.34,5.0
-1.2,73,1.1,3.0,1.4,-87.6,0.34,3.3,-0.5,76.75,1.57,3.0
-1.6,78,5.3,5.0,1.2,-124.8,0.46,26.5,-1.26,79.83,3.47,5.0
-1.1,75,1.8,3.0,1.4,-82.5,0.38,5.4,-0.58,76.75,1.57,3.0
-1.0,72,1.0,3.0,1.5,-72.0,0.21,3.0,-0.65,76.62,1.47,3.0
-1.5,77,5.2,5.0,1.2,-115.5,0.67,26.0,-1.29,79.71,3.51,5.0
-1.0,74,1.4,3.0,1.4,-74.0,0.29,4.2,-0.73,76.58,1.46,3.0
-1.3,78,3.6,5.0,1.2,-101.4,0.5,18.0,-1.3,79.62,3.79,5.0
-2.7,78,6.6,5.0,1.1,-210.6,0.63,33.0,-1.37,79.5,4.44,5.0
-2.4,76,1.4,4.0,1.3,-182.4,0.34,5.6,-0.86,76.58,1.54,3.14
-2.0,76,2.1,3.0,1.3,-152.0,0.38,6.3,-0.97,76.58,1.6,3.14
-2.9,79,6.5,5.0,1.0,-229.1,0.66,32.5,-1.45,79.42,5.14,5.0
-3.3,79,4.2,5.0,1.0,-260.7,0.48,21.0,-1.56,79.29,5.11,5.0
-2.6,74,1.0,4.0,1.3,-192.4,0.27,4.0,-1.08,76.42,1.4,3.29
-3.1,78,5.4,23.0,1.0,-241.8,0.55,124.2,-1.64,78.92,5.26,7.57
-2.6,74,2.0,23.0,1.3,-192.4,0.23,46.0,-1.2,76.25,1.53,6.14
-2.2,73,1.9,102.0,1.3,-160.6,0.4,193.8,-1.29,76.08,1.54,20.29
-2.9,80,3.6,119.0,1.0,-232.0,0.44,428.4,-1.69,78.46,5.01,23.86
-1.8,70,1.6,179.0,1.6,-126.0,0.26,286.4,-1.35,75.71,1.63,45.43
-2.4,72,4.2,211.0,1.4,-172.8,0.4,886.2,-1.74,77.79,4.87,53.29
-1.9,69,5.9,312.0,1.6,-131.1,0.55,1840.8,-1.78,77.17,5.2,97.14
-1.3,68,1.1,320.0,1.8,-88.4,0.33,352.0,-1.35,74.83,1.59,90.71
-1.6,67,3.8,166.0,1.8,-107.2,0.44,630.8,-1.82,76.79,4.8,120.14
-1.5,66,2.0,168.0,1.8,-99.0,0.43,336.0,-1.36,73.88,1.67,114.14
-1.9,69,3.9,189.0,1.6,-131.1,0.57,737.1,-1.86,76.46,4.43,146.43
-1.3,62,2.1,121.0,2.0,-80.6,0.31,254.1,-1.37,72.88,1.67,131.0
-1.6,68,5.1,127.0,1.7,-108.8,0.54,647.7,-1.9,76.21,4.56,163.86
-1.7,67,5.7,95.0,1.8,-113.9,0.57,541.5,-1.94,75.92,4.6,174.14
-1.4,64,0.9,56.0,1.9,-89.6,0.23,50.4,-1.41,72.29,1.66,138.43
-1.9,71,5.4,19.0,1.5,-134.9,0.48,102.6,-1.97,75.75,4.86,159.86
-2.0,70,5.8,5.0,1.6,-140.0,0.56,29.0,-2.0,75.42,5.09,130.43
-1.9,67,2.0,3.0,1.7,-127.3,0.24,6.0,-1.47,72.17,1.66,135.57
-1.9,74,5.4,5.0,1.4,-140.6,0.55,27.0,-2.02,75.21,5.01,86.57
-1.9,68,2.1,3.0,1.7,-129.2,0.4,6.3,-1.52,72.0,1.69,121.43
-2.7,73,6.9,5.0,1.3,-197.1,0.69,34.5,-2.06,75.04,5.46,63.57
-2.4,71,1.2,3.0,1.5,-170.4,0.25,3.6,-1.6,71.92,1.63,96.29
-3.2,75,5.5,5.0,1.2,-240.0,0.51,27.5,-2.12,74.88,5.69,37.29
-2.6,65,2.5,3.0,1.8,-169.0,0.42,7.5,-1.66,71.5,1.83,51.0
-3.4,77,4.9,5.0,1.1,-261.8,0.58,24.5,-2.18,74.88,5.66,19.86
-2.8,64,2.0,3.0,1.9,-179.2,0.39,6.0,-1.73,71.08,1.83,27.43
-3.1,66,1.5,4.0,1.7,-204.6,0.31,6.0,-1.81,70.79,1.74,10.71
-3.3,73,5.1,5.0,1.3,-240.9,0.61,25.5,-2.25,74.58,5.57,7.0
-2.7,65,2.0,4.0,1.8,-175.5,0.24,8.0,-1.87,70.38,1.9,3.29
-3.0,70,3.8,5.0,1.5,-210.0,0.49,19.0,-2.3,74.17,5.34,5.0
-2.3,67,4.0,3.0,1.7,-154.1,0.47,12.0,-1.92,70.0,2.19,3.29
-2.8,69,3.8,5.0,1.6,-193.2,0.51,19.0,-2.34,73.71,5.06,5.0
-3.2,67,1.5,4.0,1.6,-214.4,0.23,6.0,-1.99,69.67,2.1,3.43
-3.4,72,6.4,5.0,1.4,-244.8,0.62,32.0,-2.42,73.46,5.2,5.0
-4.2,71,6.2,5.0,1.3,-298.2,0.57,31.0,-2.52,73.17,5.1,5.0
-4.0,64,1.6,4.0,1.7,-256.0,0.36,6.4,-2.1,69.21,2.16,3.57
-4.8,67,1.6,4.0,1.5,-321.6,0.2,6.4,-2.25,68.96,2.03,3.71
-5.1,70,7.1,5.0,1.3,-357.0,0.65,35.5,-2.68,72.88,5.33,5.0
-5.7,72,7.7,5.0,1.2,-410.4,0.68,38.5,-2.86,72.62,5.73,5.0
-5.5,69,2.6,4.0,1.4,-379.5,0.38,10.4,-2.43,68.71,2.11,3.86
-6.3,75,5.2,5.0,1.0,-472.5,0.53,26.0,-3.01,72.5,5.74,5.0
-5.8,71,3.0,4.0,1.2,-411.8,0.49,12.0,-2.63,68.67,2.33,3.86
-5.8,76,7.1,5.0,1.0,-440.8,0.52,35.5,-3.13,72.38,6.21,5.0
-5.2,72,2.5,4.0,1.2,-374.4,0.31,10.0,-2.8,68.58,2.4,3.86
-4.6,72,1.4,4.0,1.3,-331.2,0.22,5.6,-2.9,68.42,2.03,4.0
-5.1,76,5.9,5.0,1.1,-387.6,0.59,29.5,-3.2,72.25,6.51,5.0
-4.3,74,7.0,19.0,1.2,-318.2,0.62,133.0,-3.25,72.08,6.6,7.0
-3.8,71,1.9,16.0,1.4,-269.8,0.26,30.4,-2.97,68.21,2.09,5.71
-3.7,74,5.5,34.0,1.2,-273.8,0.56,187.0,-3.29,71.83,6.5,11.14
-3.3,70,2.5,38.0,1.5,-231.0,0.42,95.0,-3.0,68.04,2.21,10.57
-3.3,74,6.9,74.0,1.3,-244.2,0.6,510.6,-3.32,71.92,6.47,21.0
-2.7,70,1.6,68.0,1.5,-189.0,0.3,108.8,-3.0,67.88,2.21,19.71
-2.4,70,1.2,92.0,1.5,-168.0,0.33,110.4,-3.01,67.75,2.01,32.29
-3.1,74,7.8,104.0,1.2,-229.4,0.67,811.2,-3.37,72.12,6.49,35.14
-2.7,75,6.1,171.0,1.2,-202.5,0.57,1043.1,-3.42,72.46,6.61,58.86
-2.2,70,1.2,171.0,1.6,-154.0,0.2,205.2,-3.03,67.75,1.76,56.14
-1.9,70,3.7,171.0,1.6,-133.0,0.38,632.7,-3.05,67.83,1.93,80.0
-2.2,73,8.1,147.0,1.4,-160.6,0.55,1190.7,-3.43,72.62,6.76,79.14
-1.9,74,6.9,165.0,1.4,-140.6,0.62,1138.5,-3.45,72.88,6.9,102.0
-1.3,70,1.9,108.0,1.8,-91.0,0.35,205.2,-3.05,68.0,2.0,94.86
-1.1,69,4.6,28.0,1.7,-75.9,0.59,128.8,-3.04,68.29,2.39,96.57
-1.6,75,5.7,99.0,1.3,-120.0,0.57,564.3,-3.44,73.21,6.71,113.43
-1.0,73,3.8,16.0,1.5,-73.0,0.4,60.8,-3.02,68.67,2.57,93.43
-1.5,75,5.5,37.0,1.3,-112.5,0.61,203.5,-3.42,73.38,6.71,113.86
-1.3,76,5.0,5.0,1.3,-98.8,0.53,25.0,-3.4,73.62,6.44,104.0
-0.6,72,3.2,3.0,1.6,-43.2,0.43,9.6,-2.97,68.88,2.8,84.14
-0.1,72,4.6,3.0,1.6,-7.2,0.46,13.8,-2.89,69.04,3.29,71.43
-1.0,78,5.3,5.0,1.2,-78.0,0.58,26.5,-3.36,73.79,6.09,89.86
0.4,70,3.8,3.0,1.7,28.0,0.51,11.4,-2.78,69.0,3.66,47.43
-0.5,77,4.8,5.0,1.3,-38.5,0.59,24.0,-3.27,73.96,5.9,66.14
0.5,70,2.2,3.0,1.8,35.0,0.31,6.6,-2.65,69.21,3.44,23.43
-0.3,77,3.9,5.0,1.3,-23.1,0.57,19.5,-3.15,74.04,5.3,45.86
-0.6,78,3.4,5.0,1.2,-46.8,0.55,17.0,-3.03,74.08,4.8,23.0
-0.7,77,2.8,5.0,1.3,-53.9,0.56,14.0,-2.92,74.25,4.39,9.57
-0.3,72,4.0,5.0,1.6,-21.6,0.56,20.0,-2.81,74.33,4.17,5.0
-0.1,69,1.4,3.0,1.8,-6.9,0.19,4.2,-2.53,69.42,3.37,8.43
-0.7,66,1.0,3.0,1.9,-46.2,0.25,3.0,-2.43,69.42,2.86,4.86
-0.9,70,4.5,5.0,1.6,-63.0,0.61,22.5,-2.73,74.38,4.1,5.0
-1.5,71,3.9,5.0,1.5,-106.5,0.68,19.5,-2.65,74.33,3.9,5.0
-1.2,68,1.7,3.0,1.7,-81.6,0.44,5.1,-2.37,69.54,2.56,3.0
-2.0,74,4.7,5.0,1.4,-148.0,0.61,23.5,-2.56,74.46,3.89,5.0
-1.7,69,1.8,3.0,1.6,-117.3,0.35,5.4,-2.35,69.62,2.36,3.0
-2.0,69,1.9,3.0,1.6,-138.0,0.43,5.7,-2.3,69.71,1.97,3.0
-2.5,73,3.9,5.0,1.3,-182.5,0.53,19.5,-2.45,74.58,3.89,5.0
-2.8,74,3.1,5.0,1.3,-207.2,0.53,15.5,-2.33,74.67,3.84,5.0
-2.2,69,1.5,4.0,1.6,-151.8,0.35,6.0,-2.22,69.92,1.64,3.14
-3.1,75,1.1,5.0,1.2,-232.5,0.44,5.5,-2.2,74.67,3.6,5.0
-2.3,69,1.5,3.0,1.5,-158.7,0.36,4.5,-2.12,70.0,1.54,3.14
-3.3,76,3.4,5.0,1.1,-250.8,0.51,17.0,-2.09,74.67,3.51,5.0
-2.7,71,1.3,4.0,1.4,-191.7,0.38,5.2,-2.0,70.08,1.53,3.29
-3.2,74,2.0,4.0,1.3,-236.8,0.42,8.0,-1.89,70.21,1.67,3.43
-4.2,80,3.1,6.0,0.9,-336.0,0.54,18.6,-2.05,74.83,3.31,5.14
-3.9,75,1.4,24.0,1.1,-292.5,0.27,33.6,-1.84,70.33,1.63,6.43
-4.6,81,3.6,46.0,0.8,-372.6,0.62,165.6,-2.07,75.12,3.27,11.0
-3.5,74,2.0,33.0,1.2,-259.0,0.36,66.0,-1.79,70.42,1.66,10.71
-3.9,78,3.8,173.0,1.0,-304.2,0.67,657.4,-2.07,75.29,3.14,35.0
-2.8,74,5.2,321.0,1.4,-207.2,0.66,1669.2,-2.05,75.29,3.33,80.14
-1.3,69,6.0,403.0,1.7,-89.7,0.61,2418.0,-1.98,75.08,3.74,137.0
-0.8,65,2.8,394.0,1.9,-52.0,0.46,1103.2,-1.67,70.17,1.79,66.57
-0.4,65,2.7,31.0,2.0,-26.0,0.31,83.7,-1.55,69.96,1.96,70.43
-0.6,67,5.9,434.0,1.8,-40.2,0.67,2560.6,-1.89,74.75,4.43,198.29
0.3,66,5.2,410.0,2.0,19.8,0.63,2132.0,-1.79,74.46,4.69,256.14
0.8,66,5.5,335.0,2.1,52.8,0.6,1842.5,-1.68,74.12,5.03,303.14
1.2,62,2.8,25.0,2.4,74.4,0.36,70.0,-1.38,69.62,2.14,73.57
1.5,63,3.0,22.0,2.3,94.5,0.3,66.0,-1.22,69.33,2.39,76.14
1.2,65,6.2,216.0,2.1,78.0,0.55,1339.2,-1.56,73.71,5.4,327.43
1.2,68,4.7,74.0,1.9,81.6,0.63,347.8,-1.45,73.42,5.53,313.29
1.5,65,3.0,14.0,2.2,97.5,0.29,42.0,-1.07,69.12,2.53,77.57
1.2,69,3.8,3.0,1.9,82.8,0.45,11.4,-0.94,69.08,2.87,74.57
0.6,73,6.0,5.0,1.6,43.8,0.58,30.0,-1.37,73.29,5.64,268.14
1.1,70,4.3,3.0,1.9,77.0,0.38,12.9,-0.84,69.08,3.2,70.29
0.2,77,6.6,5.0,1.3,15.4,0.63,33.0,-1.32,73.25,5.73,211.29
0.4,75,7.4,5.0,1.4,30.0,0.64,37.0,-1.28,73.17,5.94,150.0
0.8,73,7.8,5.0,1.6,58.4,0.62,39.0,-1.23,73.0,6.31,92.14
0.6,72,9.0,5.0,1.7,43.2,0.73,45.0,-1.18,72.75,6.81,45.0
0.1,69,5.9,5.0,1.8,6.9,0.58,29.5,-1.15,72.42,6.77,14.86
-0.1,66,2.3,3.0,2.0,-6.6,0.43,6.9,-0.8,68.96,3.13,14.43
-0.8,69,5.5,5.0,1.7,-55.2,0.56,27.5,-1.17,72.29,6.89,5.0
-0.8,68,2.2,3.0,1.8,-54.4,0.39,6.6,-0.79,68.75,3.06,10.43
-2.2,72,4.6,5.0,1.4,-158.4,0.51,23.0,-1.22,72.38,6.69,5.0
-2.0,70,2.1,3.0,1.6,-140.0,0.4,6.3,-0.85,68.67,2.96,7.29
-2.6,74,3.0,5.0,1.4,-192.4,0.46,15.0,-1.27,72.5,6.17,5.0
-2.3,71,2.5,4.0,1.5,-163.3,0.49,10.0,-0.94,68.62,2.89,4.71
-2.9,74,2.5,5.0,1.3,-214.6,0.49,12.5,-1.31,72.5,5.47,5.0
-2.5,70,1.6,4.0,1.6,-175.0,0.3,6.4,-1.06,68.62,2.69,3.29
-3.0,72,3.2,5.0,1.4,-216.0,0.46,16.0,-1.33,72.46,4.81,5.0
-2.6,69,1.2,4.0,1.6,-179.4,0.3,4.8,-1.19,68.58,2.31,3.43
-2.6,69,1.2,3.0,1.6,-179.4,0.32,3.6,-1.29,68.58,1.87,3.43
-3.1,73,2.3,5.0,1.4,-226.3,0.46,11.5,-1.34,72.42,3.86,5.0
-3.1,73,3.2,5.0,1.3,-226.3,0.55,16.0,-1.34,72.33,3.47,5.0
-2.7,69,1.4,4.0,1.5,-186.3,0.36,5.6,-1.38,68.71,1.74,3.57
-2.5,73,3.3,5.0,1.4,-182.5,0.43,16.5,-1.31,72.21,3.16,5.0
-2.1,69,1.8,4.0,1.6,-144.9,0.27,7.2,-1.41,68.75,1.69,3.71
-1.4,69,1.8,11.0,1.7,-96.6,0.36,19.8,-1.4,68.75,1.64,4.86
-1.6,73,3.2,16.0,1.5,-116.8,0.47,51.2,-1.2,71.92,2.96,6.57
-1.2,74,3.2,35.0,1.4,-88.8,0.5,112.0,-1.06,71.62,2.99,10.86
-0.8,70,2.3,19.0,1.6,-56.0,0.42,43.7,-1.35,68.79,1.61,7.0
0.4,76,5.2,55.0,1.4,30.4,0.54,286.0,-0.88,71.54,3.37,18.0
0.2,72,5.2,42.0,1.6,14.4,0.56,218.4,-1.25,68.92,2.13,12.43
0.7,74,5.3,61.0,1.6,51.8,0.58,323.3,-0.73,71.54,3.67,26.0
-0.3,72,3.7,81.0,1.6,-21.6,0.51,299.7,-0.69,71.67,3.87,36.86
0.0,66,2.9,65.0,2.0,0.0,0.54,188.5,-1.15,68.79,2.37,21.14
-0.4,64,2.1,78.0,2.0,-25.6,0.47,163.8,-1.06,68.5,2.5,31.86
-0.4,68,3.5,71.0,1.8,-27.2,0.48,248.5,-0.68,71.71,3.91,46.29
-0.5,63,2.8,88.0,2.1,-31.5,0.5,246.4,-0.95,68.04,2.7,43.86
-0.6,65,2.9,84.0,2.0,-39.0,0.43,243.6,-0.72,71.67,3.86,57.57
-0.4,62,1.9,51.0,2.2,-24.8,0.43,96.9,-0.8,67.5,2.71,50.57
-0.9,65,4.5,58.0,1.9,-58.5,0.55,261.0,-0.79,71.62,4.04,63.57
-1.0,66,2.7,10.0,1.8,-66.0,0.44,27.0,-0.88,71.67,3.97,60.0
-0.9,66,2.6,5.0,1.9,-59.4,0.43,13.0,-0.97,71.58,3.6,52.86
-0.9,69,3.7,5.0,1.8,-62.1,0.51,18.5,-1.03,71.42,3.37,44.86
-1.2,62,2.5,3.0,2.0,-74.4,0.4,7.5,-0.7,67.0,2.81,49.43
-1.3,63,6.7,5.0,2.0,-81.9,0.55,33.5,-1.1,70.83,3.8,34.0
-1.7,68,2.9,5.0,1.7,-115.6,0.37,14.5,-1.18,70.54,3.71,24.57
-1.4,61,2.8,3.0,2.1,-85.4,0.64,8.4,-0.73,66.83,2.89,47.14
-1.6,61,5.3,5.0,2.0,-97.6,0.56,26.5,-1.28,70.04,4.06,13.29
-1.2,60,1.8,3.0,2.2,-72.0,0.43,5.4,-0.76,66.62,2.4,41.57
-1.6,62,3.2,5.0,2.0,-99.2,0.42,16.0,-1.38,69.62,3.87,5.71
-1.4,62,1.0,3.0,2.0,-86.8,0.22,3.0,-0.87,66.62,2.13,32.71
-1.6,68,3.5,5.0,1.7,-108.8,0.48,17.5,-1.45,69.58,3.99,5.0
-1.4,66,1.5,3.0,1.8,-92.4,0.42,4.5,-0.99,66.75,2.04,22.0
-1.6,68,3.7,5.0,1.7,-108.8,0.51,18.5,-1.48,69.54,4.14,5.0
-1.4,64,1.3,3.0,1.9,-89.6,0.33,3.9,-1.11,66.71,1.83,9.86
-1.8,65,1.7,3.0,1.8,-117.0,0.37,5.1,-1.24,66.54,1.8,3.0
-1.9,68,3.3,5.0,1.6,-129.2,0.55,16.5,-1.47,69.38,4.09,5.0
-2.3,69,1.9,5.0,1.7,-158.7,0.38,9.5,-1.45,69.17,3.4,5.0
-2.1,66,2.0,4.0,1.8,-138.6,0.41,8.0,-1.37,66.38,1.73,3.14
-2.5,68,1.0,4.0,1.6,-170.0,0.29,4.0,-1.47,66.46,1.47,3.29
-2.6,70,4.0,5.0,1.5,-182.0,0.53,20.0,-1.44,69.0,3.56,5.0
-2.4,68,0.5,3.0,1.6,-163.2,0.28,1.5,-1.54,66.46,1.29,3.29
-2.7,71,3.5,5.0,1.4,-191.7,0.43,17.5,-1.43,68.96,3.3,5.0
-2.1,71,4.2,5.0,1.5,-149.1,0.48,21.0,-1.39,68.88,3.44,5.0
-1.9,68,1.8,3.0,1.6,-129.2,0.36,5.4,-1.53,66.38,1.4,3.29
-2.1,72,4.0,5.0,1.4,-151.2,0.52,20.0,-1.35,68.83,3.51,5.0
-1.7,68,3.1,4.0,1.7,-115.6,0.53,12.4,-1.51,66.25,1.63,3.43
-1.9,70,3.5,6.0,1.5,-133.0,0.51,21.0,-1.32,68.71,3.49,5.14
-1.8,67,1.7,4.0,1.7,-120.6,0.37,6.8,-1.48,66.12,1.69,3.57
-1.8,71,4.8,27.0,1.5,-127.8,0.59,129.6,-1.33,68.62,3.7,8.29
-1.8,69,1.6,25.0,1.6,-124.2,0.39,40.0,-1.45,66.12,1.67,6.71
-1.7,72,0.6,69.0,1.5,-122.4,0.19,41.4,-1.41,66.25,1.47,16.0
-1.1,71,5.1,250.0,1.5,-78.1,0.6,1275.0,-1.32,68.5,4.16,43.29
0.4,67,12.2,145.0,2.0,26.8,0.67,1769.0,-1.32,68.12,5.33,63.29
0.1,64,6.7,144.0,2.1,6.4,0.74,964.8,-1.29,66.04,2.29,36.0
-0.3,67,8.2,131.0,1.8,-20.1,0.68,1074.2,-1.37,67.83,6.0,81.29
-0.2,60,7.0,157.0,2.2,-12.0,0.74,1099.0,-1.36,67.33,6.4,103.0
-0.4,66,8.6,105.0,1.9,-26.4,0.77,903.0,-1.36,67.25,7.06,117.29
-0.5,70,6.9,93.0,1.7,-35.0,0.63,641.7,-1.36,67.46,7.54,129.71
-0.3,67,5.3,96.0,1.9,-20.1,0.6,508.8,-1.22,65.96,2.97,49.29
-0.6,66,6.1,47.0,1.9,-39.6,0.69,286.7,-1.35,67.5,7.73,132.57
-0.4,67,3.9,14.0,1.9,-26.8,0.53,54.6,-1.18,65.88,3.27,50.86
-0.8,66,4.7,14.0,1.9,-52.8,0.6,65.8,-1.34,67.5,7.67,98.86
-0.7,65,4.7,5.0,1.9,-45.5,0.55,23.5,-1.33,67.46,6.6,78.86
-0.8,64,4.2,3.0,2.0,-51.2,0.72,12.6,-1.18,65.62,3.43,50.71
-0.9,64,5.2,5.0,2.0,-57.6,0.62,26.0,-1.33,67.25,6.17,60.86
-0.9,65,4.0,3.0,1.9,-58.5,0.65,12.0,-1.22,65.33,3.76,50.57
-1.0,65,4.9,5.0,1.9,-65.0,0.67,24.5,-1.32,67.33,5.87,39.14
-0.9,62,3.7,3.0,2.1,-55.8,0.61,11.1,-1.26,65.17,4.06,47.43
-1.4,60,4.8,5.0,2.1,-84.0,0.72,24.0,-1.3,67.0,5.33,24.86
-1.5,63,3.3,5.0,2.0,-94.5,0.56,16.5,-1.3,67.08,4.81,12.29
-1.5,60,1.4,3.0,2.2,-90.0,0.5,4.2,-1.3,65.0,4.17,38.0
-1.6,62,2.0,3.0,2.0,-99.2,0.56,6.0,-1.35,64.96,3.5,17.86
-1.8,62,1.5,5.0,2.0,-111.6,0.48,7.5,-1.31,67.08,4.16,6.29
-1.8,68,5.4,5.0,1.7,-122.4,0.64,27.0,-1.32,67.08,4.26,5.0
-1.6,61,3.6,3.0,2.0,-97.6,0.67,10.8,-1.4,64.92,3.26,4.57
-1.8,65,2.4,3.0,1.8,-117.0,0.41,7.2,-1.42,65.04,3.04,3.0
-3.4,66,2.7,5.0,1.7,-224.4,0.5,13.5,-1.39,67.0,3.97,5.0
-2.8,61,2.7,4.0,1.9,-170.8,0.53,10.8,-1.48,65.04,2.83,3.14
-4.3,66,3.2,5.0,1.5,-283.8,0.53,16.0,-1.49,66.92,3.69,5.0
-4.7,70,3.6,5.0,1.3,-329.0,0.51,18.0,-1.59,66.96,3.5,5.0
-3.2,62,2.4,4.0,1.9,-198.4,0.48,9.6,-1.57,65.12,2.6,3.29
-4.9,75,3.0,5.0,1.1,-367.5,0.52,15.0,-1.69,67.17,3.24,5.0
-3.7,64,1.6,4.0,1.7,-236.8,0.42,6.4,-1.66,65.21,2.3,3.43
-3.6,70,0.8,4.0,1.4,-252.0,0.35,3.2,-1.75,65.38,2.21,3.57
-5.1,81,3.1,5.0,0.8,-413.1,0.53,15.5,-1.79,67.58,3.21,5.0
-5.4,83,4.2,5.0,0.7,-448.2,0.58,21.0,-1.92,68.08,3.6,5.0
-3.7,73,1.1,4.0,1.3,-270.1,0.23,4.4,-1.85,65.75,2.09,3.71
-5.5,84,2.6,5.0,0.7,-462.0,0.46,13.0,-2.07,68.58,3.2,5.0
-3.8,74,0.9,4.0,1.2,-281.2,0.17,3.6,-1.93,66.12,1.7,3.86
-3.7,76,3.2,30.0,1.2,-281.2,0.38,96.0,-2.0,66.54,1.81,7.71
-5.2,84,3.7,54.0,0.6,-436.8,0.55,199.8,-2.2,69.17,3.34,12.0
-3.1,74,2.1,43.0,1.2,-229.4,0.43,90.3,-2.02,66.79,1.73,13.29
-3.9,80,4.3,192.0,0.9,-312.0,0.53,825.6,-2.29,69.54,3.5,38.71
-2.2,75,4.0,282.0,1.2,-165.0,0.46,1128.0,-2.34,69.71,3.56,78.29
-1.6,70,1.6,128.0,1.6,-112.0,0.39,204.8,-1.99,66.88,1.61,31.0
-0.4,66,1.9,384.0,1.9,-26.4,0.36,729.6,-1.93,66.79,1.66,85.29
-0.6,70,4.3,404.0,1.6,-42.0,0.59,1737.2,-2.38,69.83,3.74,135.29
0.4,68,4.4,443.0,1.8,27.2,0.56,1949.2,-2.35,69.88,3.93,197.86
1.1,64,3.8,419.0,2.1,70.4,0.54,1592.2,-2.3,70.04,3.87,257.0
1.6,60,1.7,120.0,2.5,96.0,0.31,204.0,-1.79,66.46,1.79,101.86
1.3,62,5.0,207.0,2.3,80.6,0.56,1035.0,-2.22,69.88,4.21,285.86
1.6,60,2.1,54.0,2.5,96.0,0.42,113.4,-1.65,66.17,1.93,109.0
1.2,64,5.2,79.0,2.2,76.8,0.49,410.8,-2.15,69.62,4.43,289.43
1.3,65,3.5,34.0,2.2,84.5,0.56,119.0,-2.07,69.58,4.31,266.86
0.9,67,3.3,5.0,1.9,60.3,0.52,16.5,-2.0,69.62,4.21,227.29
1.2,64,1.4,3.0,2.2,76.8,0.35,4.2,-1.52,65.96,2.0,108.86
1.2,65,0.8,3.0,2.2,78.0,0.27,2.4,-1.4,65.67,1.66,105.0
0.7,70,3.4,5.0,1.8,49.0,0.45,17.0,-1.95,69.83,4.09,170.29
0.2,71,3.1,5.0,1.6,14.2,0.5,15.5,-1.9,70.12,3.9,107.71
-0.4,73,2.3,5.0,1.5,-29.2,0.45,11.5,-1.88,70.46,3.69,48.57
-0.7,74,2.4,5.0,1.5,-51.8,0.5,12.0,-1.85,71.04,3.31,19.71
-1.0,74,3.1,5.0,1.5,-74.0,0.53,15.5,-1.82,71.5,3.01,9.14
0.3,66,1.0,3.0,2.0,19.8,0.32,3.0,-1.4,65.75,1.5,99.29
-0.1,66,0.0,3.0,2.0,-6.6,0.0,0.0,-1.39,65.71,1.27,81.43
-1.5,74,2.3,5.0,1.4,-111.0,0.45,11.5,-1.81,72.0,2.84,5.0
-1.8,75,1.8,5.0,1.3,-135.0,0.41,9.0,-1.81,72.29,2.63,5.0
-2.0,74,2.5,5.0,1.4,-148.0,0.46,12.5,-1.75,72.62,2.5,5.0
0.0,62,1.6,3.0,2.2,0.0,0.41,4.8,-1.37,65.5,1.23,27.0
