Air Temperature,Humidity,Wind Speed,Solar Radiation,temp_difference,temp_humidity,wind_ratio,wind_solar,air_temp_rolling_24h,humidity_rolling_24h,wind_speed_rolling_7h,solar_radiation_7h
22.8,86,3.2,601.0,1.8,1960.8,0.53,1923.2,24.02,79.33,3.86,430.43
22.7,79,1.9,389.0,2.6,1793.3,0.5,739.1,24.45,71.71,2.06,280.57
23.3,72,1.8,694.0,3.6,1677.6,0.5,1249.2,24.28,71.75,2.16,365.14
23.4,72,1.9,553.0,3.6,1684.8,0.37,1050.7,23.91,79.0,3.71,497.86
23.5,67,1.6,518.0,4.2,1574.5,0.5,828.8,24.12,71.58,2.13,425.71
23.3,69,4.2,507.0,4.0,1607.7,0.71,2129.4,23.79,78.62,3.74,548.29
23.5,71,3.0,378.0,3.7,1668.5,0.6,1134.0,23.68,78.46,3.5,525.43
23.3,65,1.3,121.0,4.5,1514.5,0.45,157.3,23.96,71.42,1.91,398.14
23.5,63,0.9,88.0,4.9,1480.5,0.36,79.2,23.83,71.17,1.7,357.29
23.3,67,0.9,153.0,4.3,1561.1,0.36,137.7,23.55,78.17,2.99,470.14
23.5,68,0.4,115.0,4.1,1598.0,0.22,46.0,23.46,77.92,2.47,389.57
23.8,61,1.4,61.0,5.2,1451.8,0.37,85.4,23.72,70.83,1.56,313.71
23.9,58,0.7,4.0,5.6,1386.2,0.28,2.8,23.64,70.21,1.37,267.86
22.7,71,0.4,11.0,3.7,1611.7,0.18,4.4,23.35,77.67,2.0,331.14
25.0,53,0.0,4.0,6.6,1325.0,0.0,0.0,23.62,69.38,1.1,212.86
23.1,65,0.5,0.0,4.6,1501.5,0.22,0.0,23.28,77.08,1.61,245.29
22.7,65,1.5,0.0,4.6,1475.5,0.45,0.0,23.21,76.42,1.56,166.29
24.7,50,0.6,4.0,7.0,1235.0,0.22,2.4,23.6,68.38,0.93,114.29
22.7,62,1.7,0.0,4.9,1407.4,0.55,0.0,23.15,75.58,1.2,93.86
24.6,50,0.9,4.0,7.0,1230.0,0.22,3.6,23.58,67.29,0.83,40.86
22.6,62,1.4,0.0,4.8,1401.2,0.39,0.0,23.08,74.71,0.97,39.86
24.2,51,0.7,4.0,6.8,1234.2,0.37,2.8,23.57,66.12,0.74,24.14
23.3,71,3.6,0.0,3.7,1654.3,0.47,0.0,23.07,74.12,1.36,18.0
23.2,66,1.7,4.0,4.4,1531.2,0.38,6.8,23.53,65.58,0.86,12.14
23.6,63,7.3,0.0,4.9,1486.8,0.68,0.0,23.08,73.17,2.34,1.57
22.8,71,2.7,4.0,3.7,1618.8,0.5,10.8,23.48,65.17,1.04,4.0
23.0,62,3.1,4.0,5.0,1426.0,0.58,12.4,23.45,64.38,1.39,4.0
23.4,63,5.0,0.0,4.8,1474.2,0.57,0.0,23.09,72.12,3.0,0.0
22.7,66,2.1,4.0,4.4,1498.2,0.57,8.4,23.4,63.71,1.69,4.0
22.9,67,2.3,0.0,4.2,1534.3,0.35,0.0,23.09,71.17,3.26,0.0
22.7,65,3.2,4.0,4.6,1475.5,0.64,12.8,23.34,63.04,2.06,4.0
22.9,69,3.2,0.0,4.0,1580.1,0.46,0.0,23.1,70.25,3.5,0.0
22.4,68,1.4,4.0,4.1,1523.2,0.3,5.6,23.08,69.25,3.46,0.57
21.7,71,1.6,1.0,3.6,1540.7,0.47,1.6,23.22,63.58,2.16,3.57
22.7,74,4.6,114.0,3.3,1679.8,0.65,524.4,23.05,69.38,3.91,16.86
22.4,72,2.2,51.0,3.6,1612.8,0.45,112.2,23.17,64.21,2.37,10.29
22.5,63,2.4,569.0,4.8,1417.5,0.47,1365.6,23.01,69.17,3.74,98.14
22.8,61,1.8,597.0,5.1,1390.8,0.47,1074.6,23.15,64.33,2.39,95.0
22.7,64,2.9,680.0,4.6,1452.8,0.57,1972.0,23.01,68.96,3.11,195.29
22.7,60,1.7,703.0,5.4,1362.0,0.52,1195.1,23.15,64.25,2.24,194.86
23.3,63,2.8,746.0,4.9,1467.9,0.56,2088.8,23.02,68.62,2.8,301.86
22.8,61,2.1,773.0,5.3,1390.8,0.52,1623.3,23.16,64.0,2.1,304.71
22.8,67,3.5,757.0,4.2,1527.6,0.57,2649.5,23.01,68.38,2.97,410.0
22.8,62,2.0,788.0,5.0,1413.6,0.49,1576.0,23.18,63.79,2.09,416.71
22.8,67,2.9,721.0,4.2,1527.6,0.54,2090.9,23.0,68.08,2.93,513.0
23.0,62,1.9,757.0,5.0,1426.0,0.53,1438.3,23.22,63.5,1.9,524.29
23.2,65,2.0,660.0,4.6,1508.0,0.42,1320.0,23.0,67.58,3.01,606.71
22.9,63,2.6,679.0,4.8,1442.7,0.57,1765.4,23.25,62.96,2.04,621.14
22.9,65,2.6,33.0,4.5,1488.5,0.58,85.8,23.26,62.38,2.1,618.57
23.4,63,2.0,390.0,4.8,1474.2,0.38,780.0,23.03,66.62,2.64,646.14
22.8,65,2.3,17.0,4.5,1482.0,0.57,39.1,23.24,62.08,2.17,535.71
22.9,68,1.5,76.0,4.2,1557.2,0.31,114.0,23.01,66.46,2.51,575.71
22.6,72,1.5,1.0,3.5,1627.2,0.33,1.5,22.98,66.58,2.31,478.71
22.7,67,1.8,17.0,4.3,1520.9,0.55,30.6,23.2,62.08,2.19,437.71
22.5,66,1.1,17.0,4.4,1485.0,0.37,18.7,23.17,62.12,2.04,329.71
22.9,71,2.7,0.0,3.7,1625.9,0.49,0.0,22.95,66.58,2.3,372.14
22.6,69,1.1,17.0,3.9,1559.4,0.39,18.7,23.13,62.38,1.91,219.57
22.8,73,3.1,0.0,3.4,1664.4,0.58,0.0,22.93,66.83,2.24,264.0
22.7,74,1.7,0.0,3.2,1679.8,0.46,0.0,22.9,67.08,2.07,161.0
22.6,69,0.6,17.0,3.9,1559.4,0.29,10.2,23.08,62.71,1.73,113.86
22.7,79,1.6,0.0,2.6,1793.3,0.4,0.0,22.9,67.42,2.01,66.71
22.7,72,0.8,17.0,3.6,1634.4,0.28,13.6,23.03,63.29,1.47,19.29
22.7,73,0.9,17.0,3.3,1657.1,0.3,15.3,22.94,64.12,1.23,17.0
22.7,80,0.8,0.0,2.5,1816.0,0.33,0.0,22.88,68.04,1.84,11.0
22.3,84,1.1,0.0,2.0,1873.2,0.39,0.0,22.87,68.83,1.79,0.14
22.8,77,0.8,17.0,2.9,1755.6,0.31,13.6,22.86,65.25,1.01,17.0
21.7,86,0.6,0.0,1.6,1866.2,0.33,0.0,22.82,69.83,1.66,0.0
22.6,79,0.8,17.0,2.6,1785.4,0.28,13.6,22.77,66.46,0.87,17.0
21.7,83,0.3,0.0,2.0,1801.1,0.2,0.0,22.79,70.71,1.31,0.0
22.3,81,0.4,17.0,2.3,1806.3,0.21,6.8,22.7,67.71,0.77,17.0
22.5,81,0.0,17.0,2.3,1822.5,0.0,0.0,22.67,68.33,0.61,17.0
21.3,86,0.5,0.0,1.8,1831.8,0.31,0.0,22.7,71.33,0.94,0.0
22.6,81,0.0,1.0,2.4,1830.6,0.0,0.0,22.66,68.75,0.53,14.71
21.2,91,0.5,3.0,1.0,1929.2,0.26,1.5,22.6,72.5,0.77,0.43
22.4,88,0.0,85.0,1.5,1971.2,0.0,0.0,22.56,73.54,0.54,12.57
22.8,81,1.2,48.0,2.3,1846.8,0.37,57.6,22.65,69.54,0.59,19.14
23.5,79,1.0,261.0,2.6,1856.5,0.37,261.0,22.68,70.08,0.6,54.0
22.9,88,1.1,233.0,1.4,2015.2,0.37,256.3,22.56,74.42,0.59,45.86
23.3,88,1.1,341.0,1.6,2050.4,0.29,375.1,22.58,75.21,0.59,94.57
23.8,81,1.2,538.0,2.4,1927.8,0.44,645.6,22.73,70.75,0.66,128.43
23.4,88,1.5,673.0,1.4,2059.2,0.36,1009.5,22.62,76.04,0.71,190.71
23.7,82,1.8,203.0,2.3,1943.4,0.47,365.4,22.81,71.21,0.8,155.0
24.2,87,2.4,730.0,1.7,2105.4,0.52,1752.0,22.68,76.58,1.01,295.0
23.7,82,2.1,793.0,2.2,1943.4,0.57,1665.3,22.87,71.62,1.04,265.86
23.7,82,1.9,767.0,2.3,1943.4,0.49,1457.3,22.9,72.5,1.31,373.0
23.5,89,3.4,699.0,1.4,2091.5,0.61,2376.6,22.73,77.67,1.43,394.86
23.9,86,2.3,710.0,1.8,2055.4,0.45,1633.0,22.78,78.58,1.69,495.86
24.0,82,1.7,722.0,2.3,1968.0,0.46,1227.4,22.96,73.42,1.56,476.0
23.9,86,3.8,585.0,1.8,2055.4,0.58,2223.0,22.8,79.54,2.23,567.29
24.0,81,2.1,631.0,2.4,1944.0,0.52,1325.1,23.01,74.25,1.69,559.29
24.1,87,4.4,516.0,1.7,2096.7,0.66,2270.4,22.85,80.38,2.7,607.71
24.4,79,2.6,501.0,2.8,1927.6,0.59,1302.6,23.08,74.96,1.91,593.57
24.3,89,2.4,370.0,1.4,2162.7,0.43,888.0,22.92,81.29,2.89,611.86
24.2,82,1.9,68.0,2.3,1984.4,0.48,129.2,23.12,75.79,2.01,526.43
23.8,83,1.2,39.0,2.2,1975.4,0.43,46.8,23.16,76.62,1.93,503.0
24.1,89,4.3,201.0,1.5,2144.9,0.66,864.3,22.95,82.29,3.29,544.43
24.0,81,0.5,27.0,2.5,1944.0,0.24,13.5,23.21,77.29,1.7,393.57
24.1,88,3.7,71.0,1.5,2120.8,0.7,262.7,22.98,83.33,3.47,450.29
23.7,88,1.6,0.0,1.4,2085.6,0.42,0.0,23.02,84.17,3.21,350.43
23.9,81,0.5,27.0,2.4,1935.9,0.23,13.5,23.25,77.96,1.5,287.86
23.8,84,0.0,27.0,2.1,1999.2,0.0,0.0,23.3,78.67,1.26,188.57
23.8,92,1.3,0.0,1.1,2189.6,0.43,0.0,23.07,85.0,3.07,249.0
23.8,85,0.7,27.0,1.9,2023.0,0.32,18.9,23.35,79.46,1.06,102.29
23.7,92,1.2,0.0,0.9,2180.4,0.4,0.0,23.1,85.88,2.7,165.43
23.6,91,0.7,0.0,1.2,2147.6,0.3,0.0,23.13,86.62,2.17,91.71
23.7,85,0.5,27.0,1.8,2014.5,0.28,13.5,23.4,80.12,0.76,34.57
23.7,93,1.0,0.0,1.0,2204.1,0.36,0.0,23.18,87.42,1.97,38.86
23.9,84,0.4,27.0,2.1,2007.6,0.22,10.8,23.45,80.75,0.54,28.71
23.9,94,2.1,0.0,0.8,2246.6,0.57,0.0,23.22,88.04,1.66,10.14
23.9,84,0.4,27.0,2.0,2007.6,0.24,10.8,23.5,81.25,0.43,27.0
23.6,96,1.6,0.0,0.5,2265.6,0.46,0.0,23.26,88.71,1.36,0.0
23.7,86,0.0,27.0,1.8,2038.2,0.0,0.0,23.55,81.79,0.36,27.0
23.5,98,0.7,0.0,0.3,2303.0,0.32,0.0,23.31,89.29,1.23,0.0
24.0,86,0.3,27.0,1.8,2064.0,0.19,8.1,23.6,82.17,0.33,27.0
24.1,87,1.0,27.0,1.6,2096.7,0.42,27.0,23.66,82.5,0.47,27.0
23.5,98,0.6,0.0,0.3,2303.0,0.25,0.0,23.39,89.79,1.13,0.0
23.4,99,0.9,0.0,0.1,2316.6,0.35,0.0,23.46,90.46,1.09,0.0
23.7,89,0.7,27.0,1.4,2109.3,0.39,18.9,23.72,82.83,0.47,27.0
23.5,99,0.8,1.0,0.1,2326.5,0.31,0.8,23.55,91.0,1.1,0.14
23.5,90,0.4,27.0,1.2,2115.0,0.24,10.8,23.76,83.21,0.46,27.0
23.6,99,1.2,73.0,0.1,2336.4,0.43,87.6,23.65,91.33,1.13,10.57
23.9,90,0.7,66.0,1.2,2151.0,0.37,46.2,23.81,83.58,0.5,32.57
24.3,89,0.6,148.0,1.4,2162.7,0.29,88.8,23.88,83.92,0.53,49.86
23.7,99,1.9,105.0,0.1,2346.3,0.49,199.5,23.7,91.79,1.1,25.57
24.5,94,1.4,269.0,0.8,2303.0,0.42,376.6,23.77,92.04,1.07,64.0
24.3,89,1.0,295.0,1.3,2162.7,0.43,295.0,23.91,84.33,0.67,88.14
24.4,94,1.5,312.0,0.8,2293.6,0.41,468.0,23.82,92.29,1.19,108.57
24.6,88,1.1,616.0,1.5,2164.8,0.32,677.6,23.94,84.62,0.79,172.29
24.6,94,2.8,653.0,0.8,2312.4,0.62,1828.4,23.87,92.54,1.5,201.86
24.7,87,1.6,758.0,1.7,2148.9,0.52,1212.8,23.98,84.83,0.87,276.71
24.9,86,0.8,580.0,1.7,2141.4,0.35,464.0,24.03,85.0,0.89,355.71
24.9,92,1.4,843.0,0.9,2290.8,0.42,1180.2,23.9,92.75,1.57,322.29
25.0,93,1.4,826.0,0.9,2325.0,0.39,1156.4,23.96,92.92,1.66,440.14
25.1,86,1.4,413.0,1.8,2158.6,0.45,578.2,24.09,85.17,1.03,410.86
24.8,94,1.4,486.0,0.8,2331.2,0.34,680.4,24.0,93.25,1.69,499.14
25.3,85,0.9,297.0,1.9,2150.5,0.38,267.3,24.15,85.29,1.06,443.86
25.2,92,1.4,294.0,1.0,2318.4,0.39,411.6,24.05,93.5,1.61,526.14
25.4,85,1.1,607.0,2.0,2159.0,0.39,667.7,24.2,85.46,1.13,509.43
25.3,94,2.0,209.0,0.8,2378.2,0.48,418.0,24.1,93.79,1.7,517.57
25.6,84,0.8,522.0,2.1,2150.4,0.36,417.6,24.25,85.67,1.1,541.86
25.3,86,0.8,112.0,1.9,2175.8,0.35,89.6,24.3,85.83,1.06,469.86
25.0,95,3.0,91.0,0.7,2375.0,0.62,273.0,24.13,94.04,1.91,486.0
25.2,86,0.8,53.0,1.9,2167.2,0.38,42.4,24.36,85.96,0.94,369.14
25.1,94,1.6,199.0,0.7,2359.4,0.5,318.4,24.17,94.25,1.74,421.14
24.9,87,0.3,21.0,1.6,2166.3,0.12,6.3,24.4,86.21,0.87,289.29
24.9,95,1.9,57.0,0.6,2365.5,0.51,108.3,24.2,94.54,1.81,308.86
24.7,87,0.6,21.0,1.6,2148.9,0.27,12.6,24.43,86.46,0.76,233.29
24.5,98,1.1,0.0,0.3,2401.0,0.32,0.0,24.24,94.96,1.77,190.86
24.3,98,0.0,0.0,0.2,2381.4,0.0,0.0,24.26,95.21,1.57,121.43
24.7,86,0.9,21.0,1.7,2124.2,0.36,18.9,24.47,86.54,0.76,193.86
24.4,98,1.2,0.0,0.2,2391.2,0.43,0.0,24.29,95.46,1.54,79.43
24.7,87,0.8,21.0,1.7,2148.9,0.33,16.8,24.5,86.62,0.71,110.14
24.8,86,0.8,21.0,1.8,2132.8,0.35,16.8,24.55,86.67,0.71,38.57
24.4,95,0.7,0.0,0.6,2318.0,0.35,0.0,24.32,95.62,1.36,49.57
24.3,96,0.0,0.0,0.5,2332.8,0.0,0.0,24.35,95.75,0.93,36.57
24.9,84,0.9,21.0,2.1,2091.6,0.35,18.9,24.59,86.67,0.73,25.57
24.2,99,1.0,0.0,0.1,2395.8,0.37,0.0,24.36,95.96,0.84,8.14
24.7,86,0.5,21.0,1.9,2124.2,0.26,10.5,24.62,86.75,0.69,21.0
24.3,89,0.7,21.0,1.4,2162.7,0.39,14.7,24.65,86.88,0.74,21.0
24.3,98,0.5,0.0,0.3,2381.4,0.28,0.0,24.39,96.04,0.64,0.0
24.1,98,0.5,0.0,0.3,2361.8,0.26,0.0,24.41,96.04,0.56,0.0
23.8,93,0.6,21.0,0.9,2213.4,0.26,12.6,24.64,87.17,0.74,21.0
24.0,98,0.0,0.0,0.2,2352.0,0.0,0.0,24.43,96.04,0.56,0.0
23.9,92,0.0,21.0,0.9,2198.8,0.0,0.0,24.63,87.38,0.61,21.0
24.0,98,0.4,0.0,0.2,2352.0,0.25,0.0,24.46,96.0,0.44,0.0
24.0,93,0.3,21.0,0.9,2232.0,0.2,6.3,24.65,87.54,0.54,21.0
23.8,94,1.1,0.0,0.6,2237.2,0.5,0.0,24.66,87.71,0.59,18.0
23.7,100,0.0,2.0,0.0,2370.0,0.0,0.0,24.47,96.04,0.34,0.29
24.3,93,0.9,73.0,0.9,2259.9,0.47,65.7,24.68,87.83,0.59,25.43
24.4,97,0.7,102.0,0.5,2366.8,0.37,71.4,24.5,95.96,0.44,14.86
25.1,90,0.7,247.0,1.3,2259.0,0.33,172.9,24.71,87.88,0.61,57.71
25.3,90,0.8,226.0,1.3,2277.0,0.33,180.8,24.57,95.58,0.41,47.14
25.2,87,1.5,406.0,1.7,2192.4,0.56,609.0,24.75,87.79,0.73,112.71
25.1,93,1.2,380.0,0.9,2334.3,0.35,456.0,24.59,95.54,0.51,101.43
25.3,90,1.4,530.0,1.3,2277.0,0.4,742.0,24.63,95.38,0.64,177.14
25.4,88,1.8,571.0,1.6,2235.2,0.55,1027.8,24.78,87.79,0.9,191.29
25.3,89,1.6,465.0,1.3,2251.7,0.47,744.0,24.66,95.17,0.87,243.57
24.9,90,1.3,167.0,1.3,2241.0,0.5,217.1,24.79,87.92,1.09,212.14
24.9,93,2.9,118.0,0.9,2315.7,0.69,342.2,24.66,95.21,1.23,260.43
25.5,82,0.9,108.0,2.3,2091.0,0.3,97.2,24.81,87.75,1.17,224.57
25.6,85,0.7,210.0,1.9,2176.0,0.33,147.0,24.83,87.71,1.11,254.57
25.0,93,1.1,153.0,0.9,2325.0,0.41,168.3,24.66,95.21,1.39,282.0
25.5,94,3.0,207.0,0.7,2397.0,0.62,621.0,24.69,95.21,1.71,297.0
25.6,86,0.9,223.0,1.8,2201.6,0.36,200.7,24.85,87.75,1.11,276.0
25.6,93,2.0,240.0,1.0,2380.8,0.48,480.0,24.7,95.25,1.89,299.0
26.3,84,1.0,635.0,2.2,2209.2,0.37,635.0,24.88,87.71,1.16,331.43
25.7,92,2.1,232.0,1.1,2364.4,0.51,487.2,24.72,95.17,2.01,277.86
26.9,79,0.0,510.0,2.9,2125.1,0.0,0.0,24.94,87.5,0.94,346.29
26.1,89,1.5,404.0,1.5,2322.9,0.44,606.0,24.77,94.92,2.03,259.86
26.3,84,0.6,131.0,2.1,2209.2,0.29,78.6,24.98,87.42,0.77,283.43
25.5,87,0.0,17.0,1.8,2218.5,0.0,0.0,24.99,87.46,0.59,262.0
25.4,95,0.7,63.0,0.7,2413.0,0.24,44.1,24.78,94.96,1.9,202.43
25.3,85,0.0,17.0,2.0,2150.5,0.0,0.0,25.01,87.38,0.46,249.0
24.8,98,0.6,0.0,0.3,2430.4,0.32,0.0,24.78,95.08,1.57,185.57
24.6,100,1.0,0.0,0.0,2460.0,0.32,0.0,24.78,95.17,1.56,163.71
24.8,91,0.7,17.0,1.2,2256.8,0.39,11.9,25.01,87.54,0.46,221.43
24.7,99,0.7,0.0,0.2,2445.3,0.27,0.0,24.8,95.21,1.23,134.14
25.0,88,1.0,17.0,1.5,2200.0,0.34,17.0,25.02,87.62,0.47,192.0
25.1,85,0.8,17.0,1.9,2133.5,0.36,13.6,25.04,87.54,0.44,103.71
24.8,95,1.7,0.0,0.6,2356.0,0.47,0.0,24.81,95.08,1.19,99.86
25.1,83,0.7,17.0,2.2,2083.3,0.29,11.9,25.05,87.42,0.54,33.29
24.7,92,1.4,0.0,0.9,2272.4,0.48,0.0,24.82,94.96,1.09,66.71
24.9,84,0.6,17.0,2.1,2091.6,0.3,10.2,25.05,87.42,0.54,17.0
24.6,97,1.6,0.0,0.4,2386.2,0.52,0.0,24.84,95.0,1.1,9.0
24.3,97,0.6,0.0,0.3,2357.1,0.27,0.0,24.84,94.92,1.09,0.0
24.4,92,0.0,17.0,1.0,2244.8,0.0,0.0,25.04,87.67,0.54,17.0
24.3,96,0.0,0.0,0.4,2332.8,0.0,0.0,24.84,94.83,1.0,0.0
24.3,93,0.0,17.0,0.8,2259.9,0.0,0.0,25.04,87.83,0.54,17.0
24.0,93,0.6,0.0,0.8,2232.0,0.35,0.0,24.84,94.62,0.94,0.0
23.9,94,0.8,17.0,0.7,2246.6,0.38,13.6,25.05,87.88,0.56,17.0
24.0,100,0.8,0.0,0.0,2400.0,0.36,0.0,24.84,94.71,0.96,0.0
24.0,93,0.0,17.0,0.8,2232.0,0.0,0.0,25.05,87.92,0.41,17.0
23.8,97,0.6,2.0,0.4,2308.6,0.32,1.2,24.83,94.67,0.8,0.29
24.0,94,0.8,17.0,0.8,2256.0,0.44,13.6,25.05,87.96,0.41,17.0
24.4,92,0.5,47.0,1.0,2244.8,0.29,23.5,25.08,87.88,0.39,21.29
24.5,92,0.0,83.0,1.1,2254.0,0.0,0.0,24.86,94.33,0.6,12.14
25.0,88,1.2,248.0,1.5,2200.0,0.48,297.6,25.1,87.67,0.47,54.29
25.4,87,0.0,218.0,1.8,2209.8,0.0,0.0,24.9,93.92,0.37,43.29
25.0,91,0.7,381.0,1.2,2275.0,0.33,266.7,24.89,93.96,0.39,97.71
26.1,80,0.9,394.0,2.7,2088.0,0.31,354.6,25.15,87.25,0.6,108.14
25.5,86,0.5,522.0,1.8,2193.0,0.26,261.0,24.91,93.67,0.46,172.29
26.5,78,1.3,539.0,3.0,2067.0,0.43,700.7,25.2,86.88,0.79,182.71
26.6,75,1.4,650.0,3.4,1995.0,0.4,910.0,25.25,86.33,0.87,273.14
25.6,85,1.3,630.0,2.0,2176.0,0.38,819.0,24.92,93.46,0.56,262.29
26.5,82,2.5,704.0,2.4,2173.0,0.51,1760.0,24.97,93.17,0.8,362.86
25.6,81,1.8,722.0,2.5,2073.6,0.51,1299.6,25.28,85.96,1.13,373.86
25.7,82,2.4,734.0,2.3,2107.4,0.6,1761.6,25.29,85.96,1.36,476.29
25.8,87,3.4,692.0,1.7,2244.6,0.62,2352.8,25.01,92.92,1.2,461.43
26.0,82,1.8,690.0,2.3,2132.0,0.51,1242.0,25.3,85.83,1.54,568.14
26.1,89,3.6,642.0,1.4,2322.9,0.71,2311.2,25.05,92.75,1.71,541.29
27.4,86,2.3,552.0,1.8,2356.4,0.53,1269.6,25.13,92.42,2.04,589.0
26.7,82,1.2,585.0,2.5,2189.4,0.36,702.0,25.35,85.67,1.54,616.29
26.8,80,0.9,375.0,2.7,2144.0,0.27,337.5,25.37,85.5,1.54,613.57
26.6,89,3.4,493.0,1.4,2367.4,0.58,1676.2,25.17,92.25,2.43,605.0
27.1,79,1.3,76.0,2.9,2140.9,0.36,98.8,25.38,85.5,1.54,547.43
26.2,91,1.8,105.0,1.2,2384.2,0.35,189.0,25.2,92.21,2.61,545.43
27.4,75,2.0,45.0,3.5,2055.0,0.43,90.0,25.42,85.12,1.63,461.0
26.4,90,0.4,228.0,1.3,2376.0,0.19,91.2,25.21,92.25,2.49,488.0
27.0,77,1.3,19.0,3.2,2079.0,0.32,24.7,25.49,84.71,1.56,360.57
26.3,92,0.8,55.0,1.1,2419.6,0.23,44.0,25.25,92.12,2.24,395.29
27.4,74,1.2,19.0,3.7,2027.6,0.36,22.8,25.58,84.25,1.39,258.43
25.7,93,0.5,0.0,0.9,2390.1,0.19,0.0,25.28,91.92,1.83,296.43
27.1,77,1.2,19.0,3.2,2086.7,0.35,22.8,25.67,83.67,1.3,162.57
26.0,88,0.6,0.0,1.6,2288.0,0.32,0.0,25.34,91.42,1.4,204.71
26.7,79,1.0,19.0,2.8,2109.3,0.31,19.0,25.74,83.29,1.27,81.71
26.9,75,0.9,0.0,3.5,2017.5,0.36,0.0,25.43,90.42,1.2,125.86
27.9,69,0.6,19.0,4.6,1925.1,0.27,11.4,25.86,82.62,1.23,30.86
27.3,71,1.1,19.0,4.0,1938.3,0.31,20.9,25.95,82.12,1.2,22.71
26.7,76,2.1,0.0,3.2,2029.2,0.5,0.0,25.51,89.62,1.01,55.43
25.9,80,1.2,0.0,2.7,2072.0,0.32,0.0,25.56,89.12,0.93,40.43
27.2,71,0.7,19.0,4.1,1931.2,0.35,13.3,26.05,81.58,1.01,19.0
26.3,77,1.1,19.0,3.1,2025.1,0.33,20.9,26.12,80.96,0.99,19.0
25.7,81,1.6,0.0,2.5,2081.7,0.38,0.0,25.61,88.46,1.1,7.86
26.6,72,0.7,19.0,3.9,1915.2,0.24,13.3,26.22,80.08,0.91,19.0
25.0,84,1.4,0.0,2.0,2100.0,0.38,0.0,25.64,87.92,1.19,0.0
24.7,86,3.1,0.0,1.9,2124.2,0.48,0.0,25.65,87.5,1.56,0.0
26.6,71,0.8,19.0,4.0,1888.6,0.3,15.2,26.33,79.12,0.86,19.0
24.3,87,1.8,0.0,1.7,2114.1,0.42,0.0,25.67,87.25,1.73,0.0
25.6,76,0.7,19.0,3.2,1945.6,0.3,13.3,26.4,78.42,0.81,19.0
26.4,72,0.6,5.0,3.9,1900.8,0.25,3.0,26.5,77.5,0.81,17.0
24.0,87,1.7,8.0,1.7,2088.0,0.35,13.6,25.67,86.71,1.84,1.14
27.1,69,0.8,76.0,4.3,1869.9,0.24,60.8,26.61,76.54,0.77,25.14
24.5,86,1.1,107.0,1.8,2107.0,0.34,117.7,25.7,86.25,1.7,16.43
27.5,69,0.4,231.0,4.5,1897.5,0.17,92.4,26.72,75.75,0.73,55.43
24.9,84,1.9,277.0,2.1,2091.6,0.44,526.3,25.71,85.92,1.8,56.0
27.0,74,2.3,399.0,3.6,1998.0,0.45,917.7,26.75,75.5,0.9,109.71
26.5,76,1.9,332.0,3.2,2014.0,0.49,630.8,25.76,85.46,1.84,103.43
28.2,67,2.1,633.0,4.7,1889.4,0.46,1329.3,26.82,75.04,1.1,197.43
28.7,67,1.7,557.0,4.8,1922.9,0.37,946.9,25.91,84.46,1.89,183.0
29.1,63,3.5,385.0,5.5,1833.3,0.48,1347.5,26.06,83.5,1.94,238.0
29.9,57,1.2,519.0,6.8,1704.3,0.32,622.8,26.96,74.29,1.16,268.86
30.4,55,4.9,926.0,7.2,1672.0,0.49,4537.4,26.26,82.25,2.39,370.29
31.3,50,1.5,199.0,8.2,1565.0,0.38,298.5,27.2,73.0,1.27,294.57
30.3,60,5.2,252.0,6.3,1818.0,0.66,1310.4,26.42,81.33,2.89,405.14
30.9,52,0.6,302.0,7.7,1606.8,0.27,181.2,27.42,71.75,1.27,337.0
30.3,61,2.7,315.0,6.1,1848.3,0.42,850.5,26.61,80.25,3.11,434.86
30.7,55,1.4,298.0,7.1,1688.5,0.42,417.2,27.61,70.62,1.36,368.71
30.2,63,3.0,173.0,5.7,1902.6,0.45,519.0,26.78,79.17,3.27,420.0
30.6,57,1.0,84.0,6.8,1744.2,0.38,84.0,27.78,69.58,1.44,347.71
24.1,90,2.2,5.0,1.3,2169.0,0.4,11.0,27.66,70.0,1.43,291.43
29.6,68,3.3,11.0,4.8,2012.8,0.66,36.3,26.87,78.42,3.47,374.14
25.6,85,3.9,154.0,2.0,2176.0,0.46,600.6,26.83,78.25,3.79,316.57
25.5,84,1.0,133.0,2.0,2142.0,0.37,133.0,27.6,70.21,1.27,220.0
27.2,75,1.1,73.0,3.5,2040.0,0.31,80.3,27.59,70.21,1.26,156.29
27.5,82,2.6,240.0,2.5,2255.0,0.34,624.0,26.88,77.88,3.66,295.86
27.5,77,0.5,73.0,3.2,2117.5,0.23,36.5,27.61,70.21,1.11,138.29
27.2,84,1.6,0.0,2.1,2284.8,0.43,0.0,26.92,77.62,3.19,163.57
26.7,81,1.4,0.0,2.6,2162.7,0.34,0.0,26.93,77.17,2.64,127.57
27.8,77,1.1,73.0,3.2,2140.6,0.28,80.3,27.62,70.33,1.19,105.57
26.5,83,1.6,0.0,2.3,2199.5,0.44,0.0,26.97,76.75,2.49,82.57
27.3,78,0.4,73.0,3.0,2129.4,0.24,29.2,27.63,70.38,1.04,73.43
26.1,85,1.7,0.0,1.9,2218.5,0.47,0.0,26.97,76.62,2.3,57.86
27.4,78,1.8,73.0,3.1,2137.2,0.35,131.4,27.66,70.33,1.16,71.86
25.5,88,1.4,0.0,1.5,2244.0,0.42,0.0,26.91,77.17,2.03,56.29
